-0.03136858 0.3323578
-0.40035647 0.1366498
-0.43519983 0.29101908
0.35793453 -0.14206056
-0.36278096 0.1864517
0.5197765 0.12424161
0.48422882 -0.25035927
0.24794948 -0.25680292
-0.20252287 0.12736313
0.12538727 -0.51296
0.51250064 0.08498061
0.042876422 -0.2988971
0.23030545 -0.25694302
-0.32081604 0.04598538
-0.3254344 -0.010083242
-0.17563236 0.3797232
-0.43295932 0.07076225
0.30029052 -0.2997176
-0.13258126 -0.50020283
-0.0073377322 -0.50343156
0.407615 0.07208432
-0.13226071 0.38274497
0.5019984 -0.054201417
0.1490078 -0.252912
-0.33627626 0.3597807
0.31199214 -0.13797568
-0.50359553 0.13024691
0.13396683 -0.44293684
-0.10756829 -0.60864043
0.34434113 -0.15483949
-0.25603598 0.31693617
-0.4688732 0.49291497
