-0.073716626 -0.058976326 0.24136464 0.08731137
-0.3753061 -0.10032279 0.2599528 0.22455777
0.20903897 0.03945748 -0.058102187 -0.020461597
-0.08884186 -0.25030282 0.16810383 0.049967002
0.123251095 -0.002450967 -0.3291732 0.23860765
0.03371793 0.021815699 -0.29942918 0.19182046
0.019893358 -0.1508891 -0.036376886 0.13844517
-0.017786935 -0.07698429 -0.15339397 -0.14896944
0.11818067 0.08004048 0.19106533 -0.11865882
-0.07572235 -0.028926194 -0.09551416 -0.21256131
-0.2958678 -0.32555726 -0.103588484 0.16071825
0.03603954 0.072837666 0.06189223 0.09313653
-0.167991 -0.14619175 0.28731024 0.1973993
0.049436267 -0.15554701 0.14249319 -0.07132357
0.030329324 -0.047294214 0.21354122 -0.30806625
-0.33385792 -0.32309914 -0.485832 0.15817429
0.020858817 -0.06275128 0.21531712 0.17005974
-0.07292243 0.28301516 0.08176584 0.10109237
0.19474894 -0.21055116 0.20697676 -0.14752123
0.19483785 0.18737076 -0.24706718 -0.2142655
-0.09972206 0.116947345 -0.13561876 -0.058489338
0.009797644 0.0071555963 -0.0688534 0.23291285
-0.13014463 -0.0071205646 -0.18839239 -0.16911702
0.13874033 -0.060574543 0.10835886 0.1829756
0.22403432 0.0012185405 -0.01053112 -0.35299703
0.0734388 0.026788535 0.06774539 -0.10445255
-0.19621836 0.24720508 -0.0486539 -0.21490209
-0.1937857 -0.1298175 0.24607463 -0.15564308
-0.08870205 -0.3487228 0.21156724 -0.17162317
-0.37699327 -0.15682034 -0.31604326 0.093439825
0.17240475 -0.26608175 -0.4695848 -0.18657008
-0.36975306 0.122403085 3.439906e-05 -0.08388288
