-0.23541987 0.53226084 -0.23178154 -0.25346994 -0.1895678 -0.19955528 -0.027357137 0.30832756 -0.06706235 0.46787664 -0.14882468 -0.21957445 0.2476733 0.19505012 0.43924755 -0.11893956
-0.26203096 0.4580321 -0.30542934 -0.031234263 -0.30426186 -0.28240764 -0.30244127 0.18204 -0.035695437 0.26487425 -0.20544678 -0.19519798 0.27911398 0.30040357 0.21691205 -0.13791946
-0.01838893 -0.17071465 -0.2168368 0.25033954 0.24821185 -0.19273421 -0.023163712 0.041578207 0.3003873 0.1936282 -0.025979085 -0.11349574 0.2335591 0.25548175 0.08989704 0.24381049
-0.22008108 -0.18560684 0.2411107 0.15654975 -0.24363416 -0.25752187 -0.22170983 0.052952226 0.2113598 -0.0147911785 0.15654987 0.32653514 -0.05349528 -0.38036853 -0.15487 0.15863393
0.33189338 -0.22700348 0.23667791 0.36320218 0.123389706 0.027087849 0.42186567 -0.24715817 0.36597157 -0.14088158 0.12038434 0.1404631 -0.11448496 0.059603754 -0.05976643 0.19900839
0.054439552 0.026037034 -0.08096927 0.17023571 0.46344364 -0.18782493 0.20318496 -0.019408863 0.49029136 -0.06884132 0.33457127 0.21310754 -0.22818182 -0.077332824 -0.16618872 0.26960263
-0.22172832 0.14227489 -0.23655678 -0.049094103 -0.10992128 -0.2731867 -0.1136492 0.26704562 -0.16358678 0.12648751 -0.22931556 -0.085623235 0.17461303 0.26793668 0.36254635 -0.004980934
0.12037692 -0.08202191 -0.08742047 0.46152833 0.24892971 -0.34295556 0.23234673 -0.07263746 0.47996268 -0.22678398 0.37396848 0.3695125 -0.06895243 -0.2442398 -0.15445921 0.09131357
-0.1812402 0.42760986 -0.1001765 0.00965321 0.07853967 -0.2773121 -0.03094334 0.1839341 -0.37450385 0.25467676 -0.31444797 -0.30733138 0.3232905 0.31198162 0.24580967 -0.13724498
-0.29033956 0.21290709 0.2219189 -0.24367039 -0.147887 -0.08953572 -0.30410454 -0.24778427 -0.18319184 -0.16856152 0.14994965 0.2427943 0.3264158 -0.13200927 0.11762589 0.10608648
-0.0986523 -0.20842381 -0.23504323 0.10354055 -0.18959056 -0.05304938 0.12517518 0.27289975 0.1463502 0.12381306 0.07670773 0.23072721 0.09263212 0.055030603 0.31553423 -0.23832509
0.13216045 -0.17887273 0.1889135 0.35968506 0.3422585 0.20056848 0.028035598 -0.17024438 0.2072846 0.07372697 0.19033302 0.10689036 -0.24319312 -0.13125308 -0.15588917 0.32106087
-0.22212207 0.25718653 -0.17066264 -0.038360078 -0.20527402 -0.34311324 -0.08253013 0.35254022 -0.34735203 0.2547805 -0.31225502 -0.2330053 0.13647588 0.2531948 0.22943017 -0.16709769
-0.12545936 -0.0059190667 0.09421095 -0.3429766 0.1036892 0.21832085 0.14932317 -0.24862665 0.022732085 0.21044432 -0.09145147 -0.22280793 0.23998722 0.16864693 0.25471982 0.13385203
0.32543075 -0.20329507 0.23732369 0.32405725 0.22153813 -0.26671082 0.38606223 -0.29764447 0.26457265 -0.2612412 0.40253088 0.5793202 -0.009033611 -0.012818327 -0.103377864 0.21104798
0.29848263 -0.25746855 -0.33659846 -0.12295302 0.34300363 0.072205015 0.1806794 -0.015666896 -0.10440407 -0.1828038 -0.14235261 0.07791605 -0.043766417 -0.23828542 0.01992812 0.09560274
-0.1488572 0.33432344 -0.34271947 -0.265385 -0.0068807825 -0.022287076 0.07548445 -0.06448956 -0.20609882 0.055006698 -0.0010848942 -0.059021037 0.17820282 0.19756176 0.043261897 -0.2928411
-0.26846522 0.11366526 -0.15421055 -0.12951277 -0.2871207 -0.0075295926 -0.09974898 0.18749225 -0.29105577 0.054156873 -0.15250516 -0.33470201 0.17974174 0.3023993 0.4300826 -0.077705614
-0.30521065 -0.08678129 -0.33470967 -0.07491144 0.11280801 -0.28974012 -0.20318532 -0.14551474 -0.11491833 -0.26769206 0.097166896 0.04626153 -0.2897059 -0.05528598 0.17122068 -0.35824618
-0.041117817 0.48075858 -0.29156938 -0.35543072 -0.28588948 0.17371044 -0.123652674 0.4186009 -0.17894155 0.255712 -0.304736 -0.492952 0.30615392 0.16371417 0.29809907 -0.24350584
0.34303784 -0.32786757 0.1845593 0.04081763 0.09758877 0.1131746 0.323545 -0.28531554 0.08742621 -0.24964575 0.43092462 0.36486182 -0.10315281 -0.27437818 -0.22284888 0.28984058
0.12661871 0.23244888 0.18508591 0.013929774 -0.20950451 0.167929 -0.0831765 0.26332697 -0.13958049 -0.17171693 0.03291732 -0.11071491 0.09628388 -0.18408813 -0.023340572 0.24391942
-0.0046239714 0.39130315 0.046919577 -0.12919073 -0.2386386 0.239424 -0.13010933 0.27452162 -0.22575407 0.28406566 -0.2544829 -0.2742046 0.3723221 0.22604883 0.40375033 -0.26606494
-0.04203215 0.45602706 -0.3417123 -0.14018747 -0.3035145 -0.25553098 -0.016615774 0.29284045 -0.053452916 0.19707467 -0.2724634 -0.40331617 0.13969253 0.057671204 0.34355932 -0.2983765
-0.027372058 -0.38587123 0.19012389 0.30993602 0.3105541 -0.26943403 0.15082721 -0.23148865 -0.24798039 -0.0040658372 0.18233584 0.32071972 -0.13464494 -0.3434881 -0.2497265 -0.2191825
0.21020226 -0.16939887 -0.23907763 -0.12047751 0.22249383 -0.1774507 0.23847392 -0.119505525 0.31901988 -0.028170295 0.33680618 0.38936535 -0.21267691 -0.16267242 -0.24095505 0.34024397
-0.2664376 0.4239289 -0.014624862 -0.13650621 -0.16937488 -0.24353397 -0.15131453 0.3763659 -0.044410456 0.29195076 -0.16955326 -0.22408 0.08555392 0.41336265 0.44479868 -0.36434954
0.28756803 -0.16848595 0.16237903 0.37595162 0.29811916 -0.33948454 0.4379883 -0.053980857 0.33743238 -0.29469326 0.17621046 0.43823853 -0.20503913 -0.24804059 -0.007683336 0.121812694
-0.24951684 0.24381357 -0.20910943 -0.015330238 -0.15344028 0.00901281 -0.22476311 0.3807571 0.00026868313 0.32170635 -0.22226381 -0.27759406 0.12805746 0.24714355 0.3341646 -0.24602334
-0.1742403 0.15633543 0.1884043 0.14393125 0.17587136 0.11945393 -0.0058737528 0.31666163 0.05435786 0.036656946 -0.04138855 -0.38468647 0.23553538 -0.21471758 0.1731949 0.058527563
-0.049486704 0.41895133 -0.008891872 -0.15174437 -0.28404552 -0.19967006 -0.19059236 0.4195728 -0.17293452 0.27710605 -0.12103652 -0.11609983 0.22930431 0.14124039 0.39887705 0.0013439653
-0.34948543 0.1807711 -0.12128879 -0.35368294 -0.107624985 0.23410955 -0.13826023 -0.06650084 -0.24033578 0.127981 -0.34731868 -0.2679941 0.07741451 0.104189515 0.0019282926 0.031143138
