-0.29886627 -0.2405389 0.2824846 0.31667382 -0.33844677 -0.28997368 -0.28188193 0.32571554
0.31756878 0.19710384 -0.24712932 -0.41484228 0.19624566 0.5560952 0.62592626 -0.120285615
0.21048923 -0.39695626 0.4217656 0.38394028 -0.01940287 -0.21583465 -0.27573365 0.11946681
-0.28287002 -0.24648802 0.16688083 0.577213 -0.08841773 -0.18685837 -0.39059642 0.17066236
-0.20485899 -0.26469353 0.5405006 0.36454877 -0.077749096 -0.15037431 -0.13967025 0.19059022
0.18717203 0.36317545 -0.13009812 0.22779444 0.057773177 -0.23711137 0.11037437 0.114839464
-0.26156953 -0.4170226 0.41094106 0.57054514 -0.24851133 -0.11916466 -0.11453152 0.24385066
0.26595992 0.43224123 -0.20845929 -0.37457815 0.30398756 0.4369797 0.2494945 -0.24973677
-0.2711021 -0.1669679 0.25635403 0.3628166 -0.16317613 -0.25149345 -0.5226322 0.22362438
0.6591957 0.32584012 -0.006898868 -0.19436418 0.1877395 0.52877545 0.5468397 -0.1417089
-0.3238569 -0.37921983 0.480607 0.45953584 -0.36060545 -0.22531477 -0.60722905 0.13341542
-0.22264981 -0.27694696 0.3672705 0.5109167 -0.15194672 -0.21885815 -0.3852842 0.151633
0.5212748 0.21761186 -0.315193 -0.5144512 0.3613758 0.6496036 0.6540324 -0.03968801
0.31751195 0.46455365 -0.3910716 -0.030073598 0.30626518 0.41529837 0.54008096 -0.04204581
0.32742253 0.37286678 -0.26840553 -0.15621516 0.16889581 0.5558702 0.31491002 -0.11237462
-0.28239208 -0.37077305 0.01866008 0.32619724 -0.26179656 -0.14484511 -0.2832613 0.16440603
