-0.08972312 -0.13229175 -0.026670683 0.033761114
0.1669647 0.21692954 -0.140077 0.11939077
-0.09084322 0.13900101 -0.10267851 0.12424099
-0.12195721 -0.03276597 0.042211864 -0.050418444
-0.03435263 0.09735018 -0.12952107 0.027074771
-0.053201575 0.15361813 0.046492353 -0.05514684
-0.027221732 0.16989525 -0.20147279 -0.013578659
-0.19033934 0.124489956 0.12313495 -0.10921255
0.0923628 0.020706855 -0.12422803 0.20133299
0.07370976 0.12151966 -0.03419889 0.17154957
0.12513928 0.0785564 0.19394821 0.19437829
-0.034682915 -0.12602897 -0.26962575 0.014395389
-0.15696965 0.14252546 0.03631643 0.085775256
0.11803992 0.19302873 -0.062334426 -0.014205894
0.014735203 -0.091066964 -0.25620648 -0.053123254
0.037534323 0.006464273 0.08510361 -0.15687862
0.09455965 0.08219615 0.02000189 0.15393086
0.22090131 0.00070355175 -0.27853286 -0.07471389
0.2157855 -0.013747528 -0.1248329 -0.1677726
0.13800493 -0.098884545 -0.012144926 0.0690823
0.080912955 0.08681213 -0.024618357 0.07119628
-0.018577278 -0.06392869 0.16883221 0.034538485
-0.15056457 -0.0037249336 -0.140467 0.17304204
0.043551248 0.08125952 -0.1748665 0.11783571
-0.100295566 0.14545792 -0.08580889 -0.033334095
-0.09352331 -0.1362288 -0.22915788 0.18859676
0.170984 -0.052622274 0.043992974 -0.0042851353
-0.09144678 -0.05018889 0.07354745 0.110670246
-0.14790115 -0.019406544 -0.206498 0.16628833
0.13755286 0.023931272 -0.10959235 0.03470543
-0.07236721 0.12606484 0.13118605 -0.25110608
0.22852734 -0.00075004087 0.091310844 0.047483083
0.0011293872 -0.056863345 -0.087226 -0.02491296
-0.15425639 0.012360704 -0.068986334 -0.018912977
0.05747191 -0.0007483762 -0.06630478 -0.18218829
-0.046649877 0.297138 -0.11008295 0.14404587
0.04296483 -0.0072288215 0.10484059 0.07074547
0.06915385 0.17020853 0.14804369 0.11528549
0.009888104 -0.018930664 0.060494907 -0.13908127
-0.10782972 -0.004112161 0.06642092 0.045358103
-0.19990164 -0.050901785 -0.04208683 -0.2285236
-0.08750591 0.093886115 0.18655832 -0.109402604
-0.04430405 0.009255278 -0.04148175 -0.010964253
0.073926955 -0.085411 -0.109328285 -0.07239531
-0.24109285 -0.1443054 -0.19300027 -0.18282965
0.10252151 -0.19671388 -0.11230515 -0.09451492
0.14081857 -0.22686157 -0.025238363 -0.10268525
0.03369431 -0.055173475 -0.20780806 0.037788536
0.116645664 0.033846684 0.028968671 -0.12842588
-0.020744609 -0.08025687 -0.2125088 0.008583531
0.093042195 0.034986537 0.06150903 -0.076278836
-0.16158089 0.33304122 -0.1149792 -0.1417161
-0.11090816 -0.15971151 -0.06550226 -0.0056881285
-0.027291557 -0.05953468 -0.039825972 -0.1800742
-0.1237673 0.135909 0.05588075 -0.04137669
