0.49616995 -0.11491798
-0.51841486 0.46154338
-0.53821 0.11581056
-0.50806814 0.32443637
-0.52071595 0.45401055
-0.59064656 0.10101764
0.39241543 -0.2848959
-0.37179965 0.09688556
-0.087611035 0.2973517
0.52744323 -0.25896868
-0.49056256 0.109812394
0.014429232 0.6453265
-0.45211774 0.33633223
0.38361666 -0.15253165
0.37379482 -0.435254
0.053589314 -0.38415015
0.15156867 -0.6802274
0.54161686 -0.49168468
-0.55715394 0.14579235
0.3633209 -0.38425928
-0.18266183 0.5122964
-0.022559766 -0.6619056
0.023674097 0.54139596
0.63104135 -0.028565152
-0.45124537 0.13905801
0.44073245 -0.13676013
-0.5687684 0.34443125
0.584054 -0.4053199
-0.5136839 0.13591889
0.26573974 -0.37342852
0.033113286 -0.3390042
-0.69730437 0.011402248
